input_id,topology_id,distribution,optimizer,parameter_set,space_m,node_count,seed,transmission_range_m,packet_size_bits,initial_energy_j,max_rounds,min_alive_ratio,alpha_weight,beta_weight,gamma_weight,cluster_head_ratio,eulc_candidate_ratio,pso_particles,pso_iterations,pso_inertia,pso_c1,pso_c2,pso_omega,contention_penalty_factor,contention_reference_degree,contention_max_multiplier
uniform_s100_n20_seed4003_ga_distance_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4003,uniform,ga,distance_focused,100,20,4003,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,20,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4003_ga_distance_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4003,uniform,ga,distance_focused,100,20,4003,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,30,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4003_ga_balanced_low_omega_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4003,uniform,ga,balanced_low_omega,100,20,4003,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,20,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4003_ga_balanced_low_omega_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4003,uniform,ga,balanced_low_omega,100,20,4003,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,30,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4003_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4003,uniform,de,baseline,100,20,4003,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4003_de_baseline_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4003,uniform,de,baseline,100,20,4003,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,30,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4003_de_energy_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4003,uniform,de,energy_focused,100,20,4003,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,20,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4003_de_energy_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4003,uniform,de,energy_focused,100,20,4003,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,30,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4003_de_distance_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4003,uniform,de,distance_focused,100,20,4003,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,20,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4003_de_distance_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4003,uniform,de,distance_focused,100,20,4003,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,30,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4003_de_balanced_low_omega_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4003,uniform,de,balanced_low_omega,100,20,4003,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,20,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4003_de_balanced_low_omega_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4003,uniform,de,balanced_low_omega,100,20,4003,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,30,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4003_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4003,uniform,leach,baseline,100,20,4003,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4004_pso_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4004,uniform,pso,baseline,100,20,4004,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4004_pso_baseline_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4004,uniform,pso,baseline,100,20,4004,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,30,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4004_pso_energy_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4004,uniform,pso,energy_focused,100,20,4004,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,20,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4004_pso_energy_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4004,uniform,pso,energy_focused,100,20,4004,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,30,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4004_pso_distance_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4004,uniform,pso,distance_focused,100,20,4004,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,20,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4004_pso_distance_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4004,uniform,pso,distance_focused,100,20,4004,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,30,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4004_pso_balanced_low_omega_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4004,uniform,pso,balanced_low_omega,100,20,4004,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,20,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4004_pso_balanced_low_omega_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4004,uniform,pso,balanced_low_omega,100,20,4004,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,30,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4004_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4004,uniform,ga,baseline,100,20,4004,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4004_ga_baseline_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4004,uniform,ga,baseline,100,20,4004,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,30,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4004_ga_energy_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4004,uniform,ga,energy_focused,100,20,4004,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,20,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4004_ga_energy_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4004,uniform,ga,energy_focused,100,20,4004,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,30,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4004_ga_distance_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4004,uniform,ga,distance_focused,100,20,4004,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,20,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4004_ga_distance_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4004,uniform,ga,distance_focused,100,20,4004,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,30,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4004_ga_balanced_low_omega_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4004,uniform,ga,balanced_low_omega,100,20,4004,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,20,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4004_ga_balanced_low_omega_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4004,uniform,ga,balanced_low_omega,100,20,4004,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,30,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4004_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4004,uniform,de,baseline,100,20,4004,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4004_de_baseline_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4004,uniform,de,baseline,100,20,4004,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,30,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4004_de_energy_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4004,uniform,de,energy_focused,100,20,4004,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,20,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4004_de_energy_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4004,uniform,de,energy_focused,100,20,4004,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,30,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4004_de_distance_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4004,uniform,de,distance_focused,100,20,4004,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,20,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4004_de_distance_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4004,uniform,de,distance_focused,100,20,4004,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,30,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4004_de_balanced_low_omega_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4004,uniform,de,balanced_low_omega,100,20,4004,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,20,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4004_de_balanced_low_omega_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4004,uniform,de,balanced_low_omega,100,20,4004,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,30,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4004_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4004,uniform,leach,baseline,100,20,4004,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4005_pso_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4005,uniform,pso,baseline,100,20,4005,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4005_pso_baseline_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4005,uniform,pso,baseline,100,20,4005,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,30,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4005_pso_energy_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4005,uniform,pso,energy_focused,100,20,4005,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,20,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4005_pso_energy_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4005,uniform,pso,energy_focused,100,20,4005,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,30,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4005_pso_distance_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4005,uniform,pso,distance_focused,100,20,4005,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,20,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4005_pso_distance_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4005,uniform,pso,distance_focused,100,20,4005,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,30,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4005_pso_balanced_low_omega_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4005,uniform,pso,balanced_low_omega,100,20,4005,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,20,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4005_pso_balanced_low_omega_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4005,uniform,pso,balanced_low_omega,100,20,4005,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,30,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4005_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4005,uniform,ga,baseline,100,20,4005,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4005_ga_baseline_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4005,uniform,ga,baseline,100,20,4005,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,30,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4005_ga_energy_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4005,uniform,ga,energy_focused,100,20,4005,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,20,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4005_ga_energy_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4005,uniform,ga,energy_focused,100,20,4005,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,30,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4005_ga_distance_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4005,uniform,ga,distance_focused,100,20,4005,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,20,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4005_ga_distance_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4005,uniform,ga,distance_focused,100,20,4005,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,30,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4005_ga_balanced_low_omega_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4005,uniform,ga,balanced_low_omega,100,20,4005,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,20,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4005_ga_balanced_low_omega_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4005,uniform,ga,balanced_low_omega,100,20,4005,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,30,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4005_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4005,uniform,de,baseline,100,20,4005,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4005_de_baseline_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4005,uniform,de,baseline,100,20,4005,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,30,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4005_de_energy_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4005,uniform,de,energy_focused,100,20,4005,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,20,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4005_de_energy_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4005,uniform,de,energy_focused,100,20,4005,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,30,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4005_de_distance_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4005,uniform,de,distance_focused,100,20,4005,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,20,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4005_de_distance_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4005,uniform,de,distance_focused,100,20,4005,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,30,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4005_de_balanced_low_omega_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4005,uniform,de,balanced_low_omega,100,20,4005,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,20,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4005_de_balanced_low_omega_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4005,uniform,de,balanced_low_omega,100,20,4005,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,30,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4005_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4005,uniform,leach,baseline,100,20,4005,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4006_pso_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4006,uniform,pso,baseline,100,20,4006,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4006_pso_baseline_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4006,uniform,pso,baseline,100,20,4006,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,30,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4006_pso_energy_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4006,uniform,pso,energy_focused,100,20,4006,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,20,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4006_pso_energy_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4006,uniform,pso,energy_focused,100,20,4006,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,30,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4006_pso_distance_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4006,uniform,pso,distance_focused,100,20,4006,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,20,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4006_pso_distance_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4006,uniform,pso,distance_focused,100,20,4006,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,30,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4006_pso_balanced_low_omega_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4006,uniform,pso,balanced_low_omega,100,20,4006,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,20,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4006_pso_balanced_low_omega_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4006,uniform,pso,balanced_low_omega,100,20,4006,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,30,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4006_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4006,uniform,ga,baseline,100,20,4006,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4006_ga_baseline_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4006,uniform,ga,baseline,100,20,4006,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,30,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4006_ga_energy_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4006,uniform,ga,energy_focused,100,20,4006,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,20,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4006_ga_energy_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4006,uniform,ga,energy_focused,100,20,4006,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,30,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4006_ga_distance_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4006,uniform,ga,distance_focused,100,20,4006,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,20,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4006_ga_distance_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4006,uniform,ga,distance_focused,100,20,4006,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,30,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4006_ga_balanced_low_omega_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4006,uniform,ga,balanced_low_omega,100,20,4006,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,20,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4006_ga_balanced_low_omega_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4006,uniform,ga,balanced_low_omega,100,20,4006,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,30,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4006_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4006,uniform,de,baseline,100,20,4006,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4006_de_baseline_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4006,uniform,de,baseline,100,20,4006,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,30,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4006_de_energy_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4006,uniform,de,energy_focused,100,20,4006,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,20,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4006_de_energy_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4006,uniform,de,energy_focused,100,20,4006,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,30,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4006_de_distance_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4006,uniform,de,distance_focused,100,20,4006,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,20,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4006_de_distance_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4006,uniform,de,distance_focused,100,20,4006,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,30,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4006_de_balanced_low_omega_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4006,uniform,de,balanced_low_omega,100,20,4006,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,20,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4006_de_balanced_low_omega_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4006,uniform,de,balanced_low_omega,100,20,4006,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,30,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4006_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4006,uniform,leach,baseline,100,20,4006,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
